Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,IsNewCustomer,LowSatisfaction,HighCashback,RecentlyActive,MaritalStatus_Married,MaritalStatus_Single,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others
14,13,1,3,2,0,8,133.76,0,0,0,0,0,True,False,False,False,True,False
1,21,4,3,3,0,1,140.14,0,1,0,0,1,False,True,False,False,True,False
2,6,3,3,2,0,9,143.19,0,1,0,0,0,True,False,False,True,False,False
1,28,5,5,2,0,1,147.96,0,1,0,0,1,True,False,False,False,True,False
5,10,4,3,2,0,8,161.62,0,1,0,0,0,False,False,False,True,False,False
1,9,4,1,2,0,3,167.27,0,1,1,1,1,True,False,False,True,False,False
14,9,4,4,3,0,4,189.38,0,0,0,1,0,True,False,False,True,False,False
9,10,4,2,2,0,8,158.1,0,0,1,0,0,False,True,False,True,False,False
9,30,4,5,5,1,3,165.14,0,0,0,0,1,True,False,False,False,True,False
27,11,3,5,5,0,2,294.06,0,0,0,1,1,False,False,False,False,False,True
9,6,3,2,5,0,0,166.53,0,0,1,1,1,False,True,False,True,False,False
0,28,3,3,2,1,7,161.79,1,1,0,0,0,True,False,False,True,False,False
1,13,2,1,2,0,8,150.44,0,1,1,0,0,True,False,False,False,True,False
20,10,3,1,2,1,7,141.63,0,0,1,0,0,False,True,False,True,False,False
31,7,4,3,4,0,3,192.55,0,0,0,1,1,True,False,False,True,False,False
13,15,4,3,3,0,8,162.55,0,0,0,0,0,False,False,False,False,True,False
6,14,3,4,3,0,4,152.94,0,0,0,0,0,False,False,False,False,True,False
5,6,3,2,1,0,2,123.14,0,1,1,0,1,True,False,False,False,True,False
13,17,4,5,4,0,8,178.77,0,0,0,1,0,True,False,False,True,False,False
5,14,1,2,2,0,8,162.09,0,1,1,0,0,False,False,False,True,False,False
8,8,5,4,7,0,3,157.94,0,0,0,0,1,True,False,False,False,True,False
3,10,4,3,6,1,1,177.38,1,1,0,1,1,True,False,False,True,False,False
0,10,4,1,1,0,4,131.62,0,1,1,0,0,True,False,False,False,True,False
18,14,3,1,10,0,8,136.97,0,0,1,0,0,True,False,False,True,False,False
2,29,3,5,1,0,3,139.04,1,1,0,0,1,False,True,False,False,True,False
7,7,2,5,3,0,9,165.37,0,0,0,1,0,True,False,False,True,False,False
6,15,2,2,3,0,9,187.09,0,0,1,1,0,False,False,False,True,False,False
2,23,2,5,2,0,8,181.61,0,1,0,1,0,False,True,False,True,False,False
1,23,3,5,2,0,8,145.58,0,1,0,0,0,True,False,False,True,False,False
6,14,3,3,1,0,2,171.04,0,0,0,1,1,True,False,False,True,False,False
25,16,4,1,5,0,4,145.75,0,0,1,0,0,True,False,False,False,True,False
9,16,5,3,3,1,16,231.85,0,0,0,1,0,False,False,False,False,False,False
13,10,3,4,11,0,7,188.89,0,0,0,1,0,False,False,False,True,False,False
0,30,4,4,1,1,10,145.99,1,1,0,0,0,False,True,False,True,False,False
25,14,3,5,10,0,4,129.5,0,0,0,0,0,False,False,False,False,True,False
6,14,3,3,3,1,0,163.88,0,0,0,0,1,False,True,False,True,False,False
5,15,4,1,3,0,9,169.24,0,1,1,1,0,False,True,False,True,False,False
15,7,3,5,3,0,8,208.92,0,0,0,1,0,False,False,False,False,False,False
14,6,4,3,2,0,10,291.89,0,0,0,1,0,True,False,False,False,False,True
1,33,5,3,3,1,4,153.14,0,1,0,0,0,True,False,False,False,True,False
11,18,4,2,3,1,8,246.85,0,0,1,1,0,True,False,False,False,False,False
23,25,4,2,3,1,8,193.04,0,0,1,1,0,True,False,False,True,False,False
17,7,1,5,3,0,2,150.33,0,0,0,0,1,True,False,False,True,False,False
16,15,4,2,3,0,10,309.3,0,0,1,1,0,True,False,False,False,False,True
1,7,5,5,7,0,1,167.98,0,1,0,1,1,False,False,False,True,False,False
8,17,4,3,3,1,1,147.2,0,0,0,0,1,True,False,False,False,True,False
16,9,6,1,3,0,10,323.45,1,0,1,1,0,True,False,False,False,False,True
7,15,5,1,2,0,3,148.42,0,0,1,0,1,False,True,False,False,True,False
23,13,5,3,4,1,13,264.66,0,0,0,1,0,True,False,True,False,False,False
4,23,2,3,5,0,8,177.94,0,1,0,1,0,True,False,False,True,False,False
23,6,3,1,4,0,6,295.17,0,0,1,1,0,True,False,False,False,False,True
1,17,2,3,4,0,3,145.73,0,1,0,0,1,True,False,False,False,True,False
23,29,4,4,5,0,3,289.13,0,0,0,1,1,True,False,True,False,False,False
4,15,3,4,2,0,8,206.48,0,1,0,1,0,True,False,False,False,False,False
6,9,4,5,3,0,1,153.27,0,0,0,0,1,True,False,False,False,True,False
21,22,3,3,9,0,7,164.39,0,0,0,0,0,True,False,False,True,False,False
6,7,5,4,8,0,3,148.32,0,0,0,0,1,True,False,False,False,True,False
19,6,3,5,7,0,7,134.23,0,0,0,0,0,False,True,False,False,True,False
20,9,4,5,5,0,2,314.47,0,0,0,1,1,False,True,False,False,False,True
1,12,3,4,3,1,3,148.28,0,1,0,0,1,True,False,False,False,True,False
7,22,4,1,2,1,2,37.0,0,0,1,0,1,True,False,False,True,False,False
0,8,3,5,8,0,7,127.07,1,1,0,0,0,False,False,False,False,True,False
18,8,4,1,10,0,8,267.92,0,0,1,1,0,True,False,True,False,False,False
15,34,4,1,1,0,4,145.23,0,0,1,0,0,True,False,False,True,False,False
26,9,5,1,9,0,3,157.12,0,0,1,0,1,False,True,False,False,True,False
14,26,4,1,10,1,8,152.41,0,0,1,0,0,True,False,False,True,False,False
1,30,2,1,3,1,5,152.25,0,1,1,0,0,True,False,False,False,True,False
13,12,3,1,2,1,7,264.37,0,0,1,1,0,False,True,True,False,False,False
14,21,5,3,3,0,10,321.26,0,0,0,1,0,False,True,False,False,False,True
0,8,5,2,6,1,2,134.64,1,1,1,0,1,False,False,False,False,True,False
19,7,3,5,7,0,7,134.23,0,0,0,0,0,False,True,False,False,True,False
8,8,4,4,3,0,4,202.74,0,0,0,1,0,True,False,False,False,False,False
17,35,3,1,2,0,17,145.41,0,0,1,0,0,False,True,False,True,False,False
4,23,4,1,3,0,9,153.62,0,1,1,0,0,True,False,False,False,True,False
8,9,4,5,2,1,3,170.38,0,0,0,1,1,False,True,False,True,False,False
1,16,5,4,3,0,1,151.94,0,1,0,0,1,True,False,False,False,True,False
14,23,4,1,8,1,4,204.45,0,0,1,1,0,False,True,False,False,False,False
23,23,4,5,6,1,3,150.87,0,0,0,0,1,True,False,False,False,True,False
6,6,4,5,4,1,2,127.99,0,0,0,0,1,False,True,False,False,True,False
1,29,4,3,6,1,2,146.32,1,1,0,0,1,True,False,False,False,True,False
5,14,4,5,3,0,13,168.06,0,1,0,1,0,False,False,False,True,False,False
19,9,4,5,7,1,5,323.59,1,0,0,1,0,False,False,False,False,False,True
15,10,3,2,2,0,15,292.32,0,0,1,1,0,False,False,False,False,False,True
4,16,4,1,2,1,8,188.47,0,1,1,1,0,True,False,False,True,False,False
7,14,4,4,2,0,3,168.02,0,0,0,1,1,True,False,False,True,False,False
14,17,5,4,9,0,4,193.52,0,0,0,1,0,True,False,False,True,False,False
0,10,4,5,2,0,3,142.56,0,1,0,0,1,False,False,False,True,False,False
0,16,3,3,2,1,3,142.6,0,1,0,0,1,True,False,False,True,False,False
1,10,5,1,2,0,2,145.45,0,1,1,0,1,False,True,False,False,True,False
23,9,3,4,2,0,7,282.0,0,0,0,1,0,True,False,False,False,False,True
1,14,4,1,3,0,8,150.7,0,1,1,0,0,False,True,False,False,True,False
6,20,4,1,4,0,4,169.03,0,0,1,1,0,True,False,False,True,False,False
6,6,1,5,2,0,8,140.37,0,0,0,0,0,True,False,False,True,False,False
0,11,4,3,1,0,0,129.66,0,1,0,0,1,False,True,False,False,True,False
4,23,4,3,10,0,3,178.01,0,1,0,1,1,True,False,False,True,False,False
0,21,3,3,8,1,7,236.1,1,1,0,1,0,False,False,False,False,False,False
9,21,5,1,2,0,11,154.06,0,0,1,0,0,True,False,False,True,False,False
10,11,5,2,3,0,9,183.1,0,0,1,1,0,False,True,False,True,False,False
20,14,4,3,10,0,9,148.39,1,0,0,0,0,True,False,False,False,True,False
25,18,5,4,5,0,4,256.42,0,0,0,1,0,False,True,True,False,False,False
21,21,4,4,10,0,8,179.67,0,0,0,1,0,True,False,False,True,False,False
12,7,2,3,3,0,1,153.44,0,0,0,0,1,True,False,False,False,True,False
13,30,3,1,2,0,7,133.19,0,0,1,0,0,True,False,False,True,False,False
9,8,5,1,2,0,1,178.63,0,0,1,1,1,True,False,False,True,False,False
16,9,4,3,2,1,11,303.61,0,0,0,1,0,False,False,True,False,False,False
13,10,2,4,11,0,7,188.89,0,0,0,1,0,True,False,False,True,False,False
22,9,2,4,7,0,1,150.59,0,0,0,0,1,False,True,False,False,True,False
0,9,3,3,2,0,7,140.84,1,1,0,0,0,False,True,False,False,True,False
13,7,5,1,3,0,9,252.42,0,0,1,1,0,True,False,True,False,False,False
13,14,4,4,3,0,8,237.57,0,0,0,1,0,True,False,False,False,False,False
3,12,5,4,3,1,10,166.87,0,1,0,1,0,True,False,False,True,False,False
1,12,4,3,8,0,1,308.03,0,1,0,1,1,True,False,False,False,False,True
12,7,4,4,2,1,3,154.91,0,0,0,0,1,True,False,False,False,True,False
4,8,4,4,3,0,8,162.48,0,1,0,0,0,True,False,False,False,True,False
9,6,3,1,2,1,11,162.01,0,0,1,0,0,True,False,False,True,False,False
0,6,4,5,6,0,0,142.98,0,1,0,0,1,False,False,False,True,False,False
8,5,3,5,2,0,8,190.69,0,0,0,1,0,True,False,False,False,False,False
1,15,4,5,3,1,1,148.98,1,1,0,0,1,True,False,False,False,True,False
22,9,4,5,5,0,2,147.89,0,0,0,0,1,True,False,False,True,False,False
8,24,3,3,2,1,2,156.89,0,0,0,0,1,True,False,False,True,False,False
1,19,4,2,3,1,1,150.15,1,1,1,0,1,False,False,False,False,True,False
1,16,5,5,9,0,4,159.07,1,1,0,0,0,False,True,False,False,True,False
18,7,2,5,4,0,3,175.33,0,0,0,1,1,True,False,False,True,False,False
4,7,4,1,3,0,8,165.11,0,1,1,0,0,False,True,False,True,False,False
12,9,4,3,8,1,2,155.57,0,0,0,0,1,False,False,False,False,True,False
22,9,4,1,4,0,8,165.51,0,0,1,1,0,True,False,False,True,False,False
2,25,4,3,2,0,4,186.2,0,1,0,1,0,True,False,False,True,False,False
1,10,3,2,3,1,5,171.47,0,1,1,1,0,True,False,False,True,False,False
1,7,3,1,2,0,2,127.06,0,1,1,0,1,True,False,False,False,True,False
3,34,4,3,6,0,2,168.35,0,1,0,1,1,True,False,False,True,False,False
16,8,4,1,1,0,9,201.69,1,0,1,1,0,True,False,False,False,False,False
14,13,3,3,7,0,1,150.03,0,0,0,0,1,False,True,False,True,False,False
10,10,3,2,5,0,8,0.0,0,0,1,0,0,True,False,False,False,True,False
18,35,3,1,6,0,3,134.52,0,0,1,0,1,False,True,False,False,True,False
20,10,3,2,2,1,7,141.63,0,0,1,0,0,False,True,False,True,False,False
1,25,4,3,2,1,3,171.14,1,1,0,1,1,True,False,False,True,False,False
21,6,1,2,3,0,1,268.85,0,0,1,1,1,False,True,True,False,False,False
1,16,3,4,2,0,0,110.52,0,1,0,0,1,True,False,False,False,True,False
30,7,4,3,3,0,10,188.06,0,0,0,1,0,True,False,False,True,False,False
16,33,4,5,5,1,1,256.91,0,0,0,1,1,True,False,False,False,False,False
1,8,4,5,2,0,7,153.67,0,1,0,0,0,False,True,False,False,True,False
1,35,5,4,2,0,7,165.49,0,1,0,1,0,False,False,False,True,False,False
27,23,3,3,9,0,8,207.39,0,0,0,1,0,True,False,False,False,False,False
30,16,4,1,9,0,2,236.03,0,0,1,1,1,True,False,True,False,False,False
3,10,5,3,3,0,8,244.35,0,1,0,1,0,True,False,False,False,False,False
12,15,3,1,3,0,3,294.31,0,0,1,1,1,False,True,False,False,False,True
3,13,3,4,1,0,2,129.83,0,1,0,0,1,False,True,False,False,True,False
27,30,4,2,8,0,9,267.75,0,0,1,1,0,False,True,True,False,False,False
24,7,4,1,11,0,4,298.99,0,0,1,1,0,True,False,True,False,False,False
28,10,3,3,1,1,2,140.35,0,0,0,0,1,True,False,False,True,False,False
1,17,4,3,3,1,4,167.6,0,1,0,1,0,True,False,False,True,False,False
9,11,3,4,9,0,7,159.14,0,0,0,0,0,False,True,False,True,False,False
14,15,4,3,5,1,4,192.96,1,0,0,1,0,False,False,False,True,False,False
21,11,4,2,3,1,8,166.63,0,0,1,1,0,False,True,False,True,False,False
4,29,4,1,1,0,8,155.82,0,1,1,0,0,True,False,False,True,False,False
13,9,4,3,2,1,2,126.83,1,0,0,0,1,True,False,False,False,True,False
14,35,5,5,6,1,1,233.54,1,0,0,1,1,True,False,False,False,False,False
27,26,3,3,4,0,3,148.69,0,0,0,0,1,False,True,False,True,False,False
14,16,4,3,11,0,14,259.99,0,0,0,1,0,False,True,False,False,False,False
2,34,4,5,2,0,4,137.85,0,1,0,0,0,False,True,False,False,True,False
1,25,5,2,3,1,2,148.89,1,1,1,0,1,False,True,False,False,True,False
1,17,2,3,3,0,3,160.05,0,1,0,0,1,False,True,False,False,True,False
8,28,2,1,3,0,8,178.37,0,0,1,1,0,False,True,False,True,False,False
0,35,3,3,6,0,0,143.06,0,1,0,0,1,True,False,False,True,False,False
8,27,3,2,2,1,7,140.14,0,0,1,0,0,False,False,False,True,False,False
16,10,2,2,4,1,4,177.31,0,0,1,1,0,False,False,False,True,False,False
19,7,5,3,5,0,5,232.48,0,0,0,1,0,True,False,False,False,False,False
1,24,4,4,2,1,2,155.58,0,1,0,0,1,True,False,False,False,True,False
4,9,6,1,4,0,3,185.91,0,1,1,1,1,False,True,False,True,False,False
31,7,6,1,5,0,1,233.83,0,0,1,1,1,True,False,False,False,False,False
30,27,3,1,5,1,0,278.75,0,0,1,1,1,True,False,True,False,False,False
11,13,4,1,6,0,2,190.02,0,0,1,1,1,True,False,False,True,False,False
9,7,5,5,2,0,9,168.12,0,0,0,1,0,False,True,False,True,False,False
14,16,4,1,4,0,6,291.41,0,0,1,1,0,True,False,False,False,False,True
0,28,3,3,2,0,2,134.47,0,1,0,0,1,False,True,False,False,True,False
0,32,4,5,6,0,1,166.96,1,1,0,1,1,False,True,False,True,False,False
2,8,4,5,3,1,0,136.46,1,1,0,0,1,False,True,False,False,True,False
2,36,4,5,9,1,1,191.73,1,1,0,1,1,True,False,False,True,False,False
28,26,3,1,4,1,8,154.15,0,0,1,0,0,True,False,False,True,False,False
2,6,3,2,2,0,1,179.18,0,1,1,1,1,False,False,False,False,False,False
0,9,1,1,2,1,4,146.47,0,1,1,0,0,True,False,False,True,False,False
23,14,3,4,8,0,2,138.75,0,0,0,0,1,True,False,False,False,True,False
2,8,3,4,1,0,4,127.03,0,1,0,0,0,True,False,False,False,True,False
0,24,3,3,1,1,2,146.14,1,1,0,0,1,True,False,False,True,False,False
15,8,3,5,1,0,7,276.65,0,0,0,1,0,True,False,True,False,False,False
8,14,4,1,5,1,12,203.77,0,0,1,1,0,True,False,False,False,False,False
7,9,4,1,4,1,1,181.03,0,0,1,1,1,True,False,False,True,False,False
16,13,3,5,9,0,0,199.85,0,0,0,1,1,False,False,False,False,False,False
13,20,5,4,8,1,3,296.23,0,0,0,1,1,True,False,True,False,False,False
13,20,3,5,2,0,2,146.39,0,0,0,0,1,True,False,False,True,False,False
19,20,3,4,10,1,3,149.63,1,0,0,0,1,False,False,False,False,True,False
9,13,6,2,3,0,9,191.46,0,0,1,1,0,False,True,False,True,False,False
29,6,3,3,2,0,9,163.06,0,0,0,0,0,True,False,False,True,False,False
16,33,4,5,5,1,1,256.91,0,0,0,1,1,False,False,False,False,False,False
4,8,3,3,2,1,6,198.52,0,1,0,1,0,True,False,False,False,False,False
10,15,4,1,6,0,8,175.79,0,0,1,1,0,True,False,False,True,False,False
1,12,4,3,3,1,3,159.41,1,1,0,0,1,False,True,False,False,True,False
9,13,1,5,3,0,13,146.39,0,0,0,0,0,True,False,False,True,False,False
0,29,4,3,4,1,1,159.16,1,1,0,0,1,True,False,False,True,False,False
26,9,3,3,4,1,3,275.84,0,0,0,1,1,False,False,True,False,False,False
17,35,3,2,2,0,17,145.41,0,0,1,0,0,False,True,False,True,False,False
1,30,5,3,5,1,2,184.16,1,1,0,1,1,True,False,False,True,False,False
13,26,3,1,5,0,1,203.22,0,0,1,1,1,True,False,False,False,False,False
2,14,4,1,2,1,2,150.56,0,1,1,0,1,True,False,False,True,False,False
1,15,4,1,3,0,5,159.45,0,1,1,0,0,False,True,False,False,True,False
16,20,3,5,7,0,0,271.59,0,0,0,1,1,False,False,True,False,False,False
5,9,3,5,2,0,3,167.25,0,1,0,1,1,True,False,False,True,False,False
5,8,3,1,1,0,6,130.68,0,1,1,0,0,False,True,False,False,True,False
0,32,4,3,2,1,3,128.14,0,1,0,0,1,True,False,False,False,True,False
16,28,4,3,4,0,3,177.65,0,0,0,1,1,True,False,False,True,False,False
4,6,3,1,9,1,5,159.93,1,1,1,0,0,False,True,False,True,False,False
8,13,3,1,2,1,9,152.04,0,0,1,0,0,True,False,False,True,False,False
0,13,3,4,2,0,0,126.79,1,1,0,0,1,False,True,False,False,True,False
11,7,4,1,3,0,8,146.15,0,0,1,0,0,False,True,False,False,True,False
11,9,3,3,4,0,2,128.21,0,0,0,0,1,False,False,False,False,True,False
0,14,4,3,2,1,2,139.89,1,1,0,0,1,False,True,False,False,True,False
8,10,4,4,3,0,10,179.33,0,0,0,1,0,True,False,False,True,False,False
5,7,6,5,3,0,8,175.03,0,1,0,1,0,True,False,False,True,False,False
6,9,4,4,2,0,7,179.7,0,0,0,1,0,True,False,False,True,False,False
9,10,4,1,2,0,8,158.1,0,0,1,0,0,False,True,False,True,False,False
12,13,5,3,3,0,5,162.02,0,0,0,0,0,True,False,False,False,True,False
0,29,3,2,2,0,2,128.86,0,1,1,0,1,True,False,False,False,True,False
0,6,3,4,1,1,4,163.49,0,1,0,0,0,True,False,False,True,False,False
14,7,3,1,4,0,0,127.82,0,0,1,0,1,True,False,False,False,True,False
2,7,3,1,2,0,2,137.6,0,1,1,0,1,True,False,False,False,True,False
4,11,3,2,1,1,3,148.21,0,1,1,0,1,False,False,False,False,True,False
1,9,2,2,3,0,4,179.72,0,1,1,1,0,False,False,False,True,False,False
5,14,4,4,2,1,9,152.28,0,1,0,0,0,True,False,False,True,False,False
1,7,5,5,8,0,8,148.62,1,1,0,0,0,False,True,False,False,True,False
6,20,5,4,3,0,3,159.0,0,0,0,0,1,True,False,False,False,True,False
0,7,5,4,7,0,0,167.35,1,1,0,1,1,False,True,False,True,False,False
17,6,1,5,3,0,2,150.33,0,0,0,0,1,True,False,False,True,False,False
18,6,3,4,2,0,7,174.41,0,0,0,1,0,True,False,False,False,False,False
17,10,6,2,5,0,8,322.4,0,0,1,1,0,False,False,False,False,False,True
15,16,4,3,4,0,12,319.19,0,0,0,1,0,True,False,False,False,False,True
25,21,4,1,6,0,8,174.36,0,0,1,1,0,True,False,False,True,False,False
13,27,4,1,4,0,3,166.27,0,0,1,1,1,True,False,False,True,False,False
1,9,4,5,3,1,1,145.74,1,1,0,0,1,True,False,False,False,True,False
3,11,4,1,10,0,3,137.61,0,1,1,0,1,True,False,False,False,True,False
11,8,3,3,7,1,1,130.57,0,0,0,0,1,False,False,False,False,True,False
1,9,5,1,3,0,1,150.64,1,1,1,0,1,False,True,False,False,True,False
0,10,3,5,1,1,7,195.82,1,1,0,1,0,False,True,False,False,False,False
13,32,3,5,2,0,5,183.96,0,0,0,1,0,True,False,False,True,False,False
2,23,4,3,3,0,5,146.44,0,1,0,0,0,False,True,False,False,True,False
5,7,6,3,2,0,5,168.45,0,1,0,1,0,False,False,False,True,False,False
24,17,4,4,4,0,3,231.42,0,0,0,1,1,False,True,True,False,False,False
16,16,4,3,2,0,0,152.57,0,0,0,0,1,True,False,False,True,False,False
2,15,4,1,1,0,2,139.83,0,1,1,0,1,False,True,False,False,True,False
1,32,2,1,3,1,2,154.94,0,1,1,0,1,False,True,False,False,True,False
9,32,5,1,6,0,3,161.81,0,0,1,0,1,False,True,False,True,False,False
8,7,4,2,3,0,9,151.91,0,0,1,0,0,False,False,False,False,True,False
1,11,4,4,3,0,3,157.95,0,1,0,0,1,False,True,False,False,True,False
3,31,4,4,3,1,0,190.94,1,1,0,1,1,False,True,False,False,False,False
5,19,4,4,2,0,2,134.0,0,1,0,0,1,True,False,False,False,True,False
10,31,4,2,8,0,3,157.31,0,0,1,0,1,True,False,False,True,False,False
20,12,4,4,3,1,3,175.21,0,0,0,1,1,True,False,False,True,False,False
12,8,1,3,1,0,7,178.8,0,0,0,1,0,False,True,False,False,False,False
8,16,4,3,3,0,4,182.14,0,0,0,1,0,True,False,False,True,False,False
10,10,4,4,6,0,3,145.88,0,0,0,0,1,False,True,False,False,True,False
4,13,2,2,5,0,7,169.29,0,1,1,1,0,False,False,False,True,False,False
1,12,5,3,3,1,4,182.44,1,1,0,1,0,False,True,False,True,False,False
0,16,3,5,2,0,7,187.93,0,1,0,1,0,True,False,False,False,False,False
10,12,4,4,10,0,8,184.14,0,0,0,1,0,False,True,False,True,False,False
6,31,4,2,3,0,8,178.09,0,0,1,1,0,False,False,False,True,False,False
30,7,1,3,1,0,8,149.0,0,0,0,0,0,True,False,False,True,False,False
11,8,3,3,10,0,0,165.53,0,0,0,1,1,False,False,False,True,False,False
1,17,4,1,2,0,2,174.5,0,1,1,1,1,False,True,False,True,False,False
6,8,3,3,2,0,4,136.0,0,0,0,0,0,True,False,False,False,True,False
7,7,3,5,6,0,3,129.96,0,0,0,0,1,True,False,False,False,True,False
15,9,1,1,3,1,3,152.31,0,0,1,0,1,True,False,False,True,False,False
18,7,5,3,6,0,3,184.85,0,0,0,1,1,False,True,False,True,False,False
14,16,4,5,5,0,7,271.81,0,0,0,1,0,True,False,True,False,False,False
7,16,3,3,2,1,2,129.36,1,0,0,0,1,False,True,False,False,True,False
20,22,4,4,7,0,4,315.81,0,0,0,1,0,True,False,False,False,False,True
13,9,2,3,2,0,8,203.8,0,0,0,1,0,False,True,False,False,False,False
1,18,3,3,10,0,3,172.07,1,1,0,1,1,False,False,False,True,False,False
12,9,6,1,4,1,4,179.05,0,0,1,1,0,True,False,False,True,False,False
4,18,3,1,1,1,5,158.55,0,1,1,0,0,True,False,False,True,False,False
1,9,5,1,2,0,2,164.04,0,1,1,0,1,False,True,False,False,True,False
7,12,4,4,8,0,9,243.78,0,0,0,1,0,False,False,False,False,False,False
1,9,5,2,9,0,1,152.85,1,1,1,0,1,False,True,False,False,True,False
8,13,5,4,8,0,1,170.05,0,0,0,1,1,True,False,False,True,False,False
10,17,4,4,7,0,8,198.14,1,0,0,1,0,True,False,False,False,False,False
26,127,4,1,4,0,1,159.82,0,0,1,0,1,True,False,False,False,True,False
8,18,5,4,6,0,9,169.9,0,0,0,1,0,False,False,False,True,False,False
8,24,3,2,3,0,2,193.62,0,0,1,1,1,False,True,False,False,False,False
21,8,4,4,2,0,13,244.57,0,0,0,1,0,True,False,False,False,False,False
3,27,4,2,3,0,3,146.57,0,1,1,0,1,False,False,False,False,True,False
13,16,4,4,8,0,3,168.52,0,0,0,1,1,True,False,False,True,False,False
2,21,4,3,1,1,8,141.93,0,1,0,0,0,False,True,False,True,False,False
15,23,1,5,4,1,2,165.45,0,0,0,1,1,False,True,False,True,False,False
0,35,5,5,9,0,2,149.69,1,1,0,0,1,False,True,False,True,False,False
16,9,4,2,3,0,3,165.89,0,0,1,1,1,False,False,False,True,False,False
6,28,3,4,1,0,7,161.46,0,0,0,0,0,True,False,False,True,False,False
21,8,3,2,3,0,7,140.51,0,0,1,0,0,False,False,False,True,False,False
4,30,6,3,3,0,10,151.13,0,1,0,0,0,True,False,False,False,True,False
13,9,5,3,3,0,11,170.53,0,0,0,1,0,False,True,False,True,False,False
10,13,2,5,5,1,3,180.62,0,0,0,1,1,True,False,False,True,False,False
12,9,4,1,3,1,1,142.02,0,0,1,0,1,True,False,False,False,True,False
21,9,4,4,9,1,9,317.46,1,0,0,1,0,False,True,False,False,False,True
17,16,4,3,6,0,3,149.38,0,0,0,0,1,False,True,False,False,True,False
16,10,4,2,4,0,17,202.31,0,0,1,1,0,False,True,False,False,False,False
4,9,5,1,2,0,3,152.2,0,1,1,0,1,False,True,False,False,True,False
0,21,5,1,7,1,2,154.4,1,1,1,0,1,True,False,False,True,False,False
23,15,5,4,3,0,8,176.3,0,0,0,1,0,True,False,False,True,False,False
26,13,4,5,5,1,10,180.77,0,0,0,1,0,True,False,False,True,False,False
12,8,4,4,2,1,3,154.91,0,0,0,0,1,True,False,False,False,True,False
1,33,5,5,1,0,0,0.0,0,1,0,0,1,True,False,False,True,False,False
12,14,2,5,3,1,8,181.05,0,0,0,1,0,True,False,False,True,False,False
1,20,4,3,3,0,7,145.96,0,1,0,0,0,False,False,False,False,True,False
17,9,3,2,5,1,1,295.13,0,0,1,1,1,False,False,False,False,False,True
20,12,4,1,6,1,9,182.72,0,0,1,1,0,False,True,False,True,False,False
31,36,5,1,5,0,1,266.18,0,0,1,1,1,True,False,True,False,False,False
4,16,5,3,3,0,9,147.06,0,1,0,0,0,False,True,False,False,True,False
12,14,5,1,2,0,6,165.28,0,0,1,1,0,False,True,False,True,False,False
8,15,4,5,5,0,1,176.21,0,0,0,1,1,True,False,False,True,False,False
12,26,3,1,3,0,2,141.27,0,0,1,0,1,True,False,False,True,False,False
5,14,5,1,11,0,2,240.57,0,1,1,1,1,True,False,False,False,False,False
7,14,4,5,2,0,4,168.73,0,0,0,1,0,False,False,False,True,False,False
10,13,4,4,8,0,2,174.41,0,0,0,1,1,True,False,False,True,False,False
2,26,3,2,3,0,2,169.31,0,1,1,1,1,True,False,False,True,False,False
16,8,3,1,2,1,8,178.47,0,0,1,1,0,True,False,False,True,False,False
28,8,4,5,8,0,2,267.56,0,0,0,1,1,False,True,True,False,False,False
22,16,3,5,10,1,2,286.65,0,0,0,1,1,False,True,False,False,False,True
0,8,3,5,1,0,2,130.41,1,1,0,0,1,True,False,False,False,True,False
12,10,3,3,1,0,8,150.42,0,0,0,0,0,False,True,False,True,False,False
27,8,4,3,7,0,0,206.86,0,0,0,1,1,True,False,False,False,False,False
1,12,5,3,3,1,8,148.66,1,1,0,0,0,True,False,False,False,True,False
0,34,3,4,2,0,4,162.72,0,1,0,0,0,True,False,False,True,False,False
0,34,4,5,4,0,3,142.84,1,1,0,0,1,False,True,False,True,False,False
26,6,3,5,8,0,10,183.81,0,0,0,1,0,False,True,False,True,False,False
8,8,3,5,3,0,0,150.93,0,0,0,0,1,True,False,False,True,False,False
24,16,4,1,6,0,1,148.8,0,0,1,0,1,True,False,False,False,True,False
